Nombre de Imagen,Clase Predicha,Confianza (%),Respuesta Cruda (ESP32)
healthy.38.jpg,healthy,50.98,Resultado: healthy Datos: aphid: -24 healthy: 2 
healthy.39.jpg,aphid,61.18,Resultado: aphid Datos: aphid: 28 healthy: -49 
healthy.40.jpg,healthy,57.65,Resultado: healthy Datos: aphid: -45 healthy: 19 
healthy.41.jpg,healthy,62.35,Resultado: healthy Datos: aphid: -58 healthy: 31 
healthy.42.jpg,healthy,49.02,Resultado: healthy Datos: aphid: -24 healthy: -3 
healthy.43.jpg,healthy,49.8,Resultado: healthy Datos: aphid: -22 healthy: -1 
healthy.44.jpg,healthy,59.61,Resultado: healthy Datos: aphid: -49 healthy: 24 
healthy.45.jpg,healthy,51.76,Resultado: healthy Datos: aphid: -19 healthy: 4 
healthy.46.jpg,healthy,59.61,Resultado: healthy Datos: aphid: -50 healthy: 24 
healthy.47.jpg,healthy,63.53,Resultado: healthy Datos: aphid: -57 healthy: 34 
healthy.48.jpg,aphid,56.47,Resultado: aphid Datos: aphid: 16 healthy: -38 
healthy.49.jpg,healthy,48.63,Resultado: healthy Datos: aphid: -21 healthy: -4 
healthy.50.jpg,aphid,49.02,Resultado: aphid Datos: aphid: -3 healthy: -24 
healthy.52.jpg,healthy,50.59,Resultado: healthy Datos: aphid: -26 healthy: 1 
healthy.53.jpg,aphid,65.1,Resultado: aphid Datos: aphid: 38 healthy: -61 
healthy.54.jpg,aphid,45.88,Resultado: aphid Datos: aphid: -11 healthy: -14 
healthy.55.jpg,healthy,54.12,Resultado: healthy Datos: aphid: -37 healthy: 10 
healthy.56.jpg,aphid,50.59,Resultado: aphid Datos: aphid: 1 healthy: -25 
healthy.57.jpg,aphid,47.06,Resultado: aphid Datos: aphid: -8 healthy: -17 
healthy.58.jpg,healthy,45.49,Resultado: healthy Datos: aphid: -16 healthy: -12 
healthy.59.jpg,healthy,52.16,Resultado: healthy Datos: aphid: -30 healthy: 5 
healthy.60.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -37 healthy: 18 
healthy.61.jpg,aphid,69.41,Resultado: aphid Datos: aphid: 49 healthy: -52 
healthy.62.jpg,healthy,62.35,Resultado: healthy Datos: aphid: -48 healthy: 31 
healthy.63.jpg,healthy,51.76,Resultado: healthy Datos: aphid: -21 healthy: 4 
healthy.64.jpg,aphid,52.55,Resultado: aphid Datos: aphid: 6 healthy: -39 
healthy.65.jpg,healthy,50.2,Resultado: healthy Datos: aphid: -21 healthy: 0 
healthy.66.jpg,healthy,53.33,Resultado: healthy Datos: aphid: -31 healthy: 8 
healthy.67.jpg,healthy,51.37,Resultado: healthy Datos: aphid: -24 healthy: 3 
healthy.68.jpg,aphid,45.1,Resultado: aphid Datos: aphid: -13 healthy: -15 
healthy.69.jpg,healthy,61.96,Resultado: healthy Datos: aphid: -54 healthy: 30 
healthy.70.jpg,healthy,54.12,Resultado: healthy Datos: aphid: -40 healthy: 10 
healthy.71.jpg,healthy,61.96,Resultado: healthy Datos: aphid: -56 healthy: 30 
healthy.72.jpg,healthy,54.51,Resultado: healthy Datos: aphid: -38 healthy: 11 
healthy.73.jpg,healthy,62.75,Resultado: healthy Datos: aphid: -53 healthy: 32 
healthy.74.jpg,healthy,52.16,Resultado: healthy Datos: aphid: -21 healthy: 5 
healthy.75.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -49 healthy: 18 
healthy.76.jpg,healthy,56.86,Resultado: healthy Datos: aphid: -43 healthy: 17 
healthy.77.jpg,healthy,63.14,Resultado: healthy Datos: aphid: -64 healthy: 33 
healthy.78.jpg,aphid,49.02,Resultado: aphid Datos: aphid: -3 healthy: -21 
healthy.79.jpg,healthy,53.33,Resultado: healthy Datos: aphid: -33 healthy: 8 
healthy.80.jpg,healthy,48.63,Resultado: healthy Datos: aphid: -23 healthy: -4 
healthy.81.jpg,healthy,46.27,Resultado: healthy Datos: aphid: -17 healthy: -10 
healthy.82.jpg,healthy,59.61,Resultado: healthy Datos: aphid: -51 healthy: 24 
healthy.83.jpg,healthy,63.92,Resultado: healthy Datos: aphid: -64 healthy: 35 
healthy.84.jpg,healthy,63.14,Resultado: healthy Datos: aphid: -51 healthy: 33 
healthy.85.jpg,healthy,59.22,Resultado: healthy Datos: aphid: -53 healthy: 23 
healthy.86.jpg,aphid,60.0,Resultado: aphid Datos: aphid: 25 healthy: -47 
healthy.87.jpg,healthy,67.06,Resultado: healthy Datos: aphid: -67 healthy: 43 
healthy.88.jpg,healthy,50.59,Resultado: healthy Datos: aphid: -30 healthy: 1 
healthy.89.jpg,healthy,45.88,Resultado: healthy Datos: aphid: -18 healthy: -11 
healthy.90.jpg,healthy,60.39,Resultado: healthy Datos: aphid: -56 healthy: 26 
healthy.91.jpg,healthy,48.63,Resultado: healthy Datos: aphid: -17 healthy: -4 
healthy.92.jpg,healthy,59.22,Resultado: healthy Datos: aphid: -51 healthy: 23 
healthy.93.jpg,healthy,48.63,Resultado: healthy Datos: aphid: -19 healthy: -4 
healthy.94.jpg,healthy,51.76,Resultado: healthy Datos: aphid: -29 healthy: 4 
healthy.95.jpg,healthy,47.45,Resultado: healthy Datos: aphid: -20 healthy: -7 
healthy.96.jpg,healthy,52.94,Resultado: healthy Datos: aphid: -37 healthy: 7 
healthy.97.jpg,healthy,57.65,Resultado: healthy Datos: aphid: -48 healthy: 19 
healthy.98.jpg,healthy,63.53,Resultado: healthy Datos: aphid: -60 healthy: 34 
healthy.99.jpg,aphid,48.24,Resultado: aphid Datos: aphid: -5 healthy: -14 

--- RESUMEN FINAL ---,,,
Total de Imágenes,133,,
Promedio Confianza General,55.70%,,
Total detectado como 'healthy',97,,
Total detectado como 'aphid',36,,
