Nombre de Imagen,Clase Predicha,Confianza (%),Respuesta Cruda (ESP32)
aphid.64.jpg,aphid,38.82,Resultado: aphid Datos: aphid: -29 healthy: -39 
aphid.65.jpg,healthy,42.75,Resultado: healthy Datos: aphid: -42 healthy: -19 
aphid.66.jpg,aphid,39.22,Resultado: aphid Datos: aphid: -28 healthy: -40 
aphid.67.jpg,healthy,50.59,Resultado: healthy Datos: aphid: -55 healthy: 1 
aphid.68.jpg,healthy,43.53,Resultado: healthy Datos: aphid: -45 healthy: -17 
aphid.69.jpg,healthy,45.1,Resultado: healthy Datos: aphid: -43 healthy: -13 
aphid.70.jpg,aphid,40.78,Resultado: aphid Datos: aphid: -24 healthy: -43 
aphid.71.jpg,healthy,37.65,Resultado: healthy Datos: aphid: -34 healthy: -32 
aphid.72.jpg,healthy,47.84,Resultado: healthy Datos: aphid: -50 healthy: -6 
aphid.73.jpg,aphid,38.82,Resultado: aphid Datos: aphid: -29 healthy: -33 
aphid.74.jpg,aphid,48.24,Resultado: aphid Datos: aphid: -5 healthy: -76 
aphid.75.jpg,healthy,52.55,Resultado: healthy Datos: aphid: -58 healthy: 6 
aphid.76.jpg,healthy,46.27,Resultado: healthy Datos: aphid: -47 healthy: -10 
aphid.77.jpg,healthy,37.65,Resultado: healthy Datos: aphid: -34 healthy: -32 
aphid.78.jpg,healthy,41.57,Resultado: healthy Datos: aphid: -40 healthy: -22 
aphid.79.jpg,healthy,40.39,Resultado: healthy Datos: aphid: -34 healthy: -25 
aphid.80.jpg,healthy,54.51,Resultado: healthy Datos: aphid: -60 healthy: 11 
aphid.81.jpg,healthy,44.71,Resultado: healthy Datos: aphid: -45 healthy: -14 
aphid.82.jpg,aphid,44.31,Resultado: aphid Datos: aphid: -15 healthy: -57 
aphid.83.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -62 healthy: 18 
aphid.84.jpg,healthy,54.51,Resultado: healthy Datos: aphid: -53 healthy: 11 
aphid.85.jpg,healthy,41.18,Resultado: healthy Datos: aphid: -40 healthy: -23 
aphid.86.jpg,healthy,39.61,Resultado: healthy Datos: aphid: -37 healthy: -27 
aphid.87.jpg,healthy,41.96,Resultado: healthy Datos: aphid: -41 healthy: -21 
aphid.88.jpg,healthy,50.98,Resultado: healthy Datos: aphid: -54 healthy: 2 
aphid.89.jpg,aphid,46.67,Resultado: aphid Datos: aphid: -9 healthy: -66 
aphid.90.jpg,healthy,43.14,Resultado: healthy Datos: aphid: -40 healthy: -18 
aphid.91.jpg,healthy,44.71,Resultado: healthy Datos: aphid: -43 healthy: -14 
aphid.92.jpg,healthy,47.84,Resultado: healthy Datos: aphid: -51 healthy: -6 
aphid.93.jpg,aphid,39.61,Resultado: aphid Datos: aphid: -27 healthy: -37 
aphid.94.jpg,aphid,38.43,Resultado: aphid Datos: aphid: -30 healthy: -37 
aphid.95.jpg,healthy,43.92,Resultado: healthy Datos: aphid: -45 healthy: -16 
aphid.96.jpg,aphid,43.92,Resultado: aphid Datos: aphid: -16 healthy: -57 
aphid.97.jpg,healthy,58.04,Resultado: healthy Datos: aphid: -62 healthy: 20 
aphid.98.jpg,healthy,37.65,Resultado: healthy Datos: aphid: -35 healthy: -32 
aphid.99.jpg,healthy,43.92,Resultado: healthy Datos: aphid: -45 healthy: -16 
healthy.100.jpg,aphid,37.65,Resultado: aphid Datos: aphid: -32 healthy: -34 
healthy.101.jpg,healthy,40.0,Resultado: healthy Datos: aphid: -39 healthy: -26 
healthy.35.jpg,healthy,52.55,Resultado: healthy Datos: aphid: -56 healthy: 6 
healthy.36.jpg,aphid,38.82,Resultado: aphid Datos: aphid: -29 healthy: -38 
healthy.37.jpg,healthy,41.96,Resultado: healthy Datos: aphid: -40 healthy: -21 
healthy.38.jpg,healthy,41.57,Resultado: healthy Datos: aphid: -39 healthy: -22 
healthy.39.jpg,aphid,54.12,Resultado: aphid Datos: aphid: 10 healthy: -96 
healthy.40.jpg,healthy,47.45,Resultado: healthy Datos: aphid: -49 healthy: -7 
healthy.41.jpg,aphid,45.88,Resultado: aphid Datos: aphid: -11 healthy: -67 
healthy.42.jpg,aphid,38.04,Resultado: aphid Datos: aphid: -31 healthy: -38 
healthy.43.jpg,aphid,45.88,Resultado: aphid Datos: aphid: -11 healthy: -65 
healthy.44.jpg,healthy,39.22,Resultado: healthy Datos: aphid: -36 healthy: -28 
healthy.45.jpg,healthy,62.35,Resultado: healthy Datos: aphid: -68 healthy: 31 
healthy.46.jpg,healthy,38.82,Resultado: healthy Datos: aphid: -34 healthy: -29 
healthy.47.jpg,healthy,51.76,Resultado: healthy Datos: aphid: -57 healthy: 4 
healthy.48.jpg,aphid,38.04,Resultado: aphid Datos: aphid: -31 healthy: -36 
healthy.49.jpg,healthy,47.84,Resultado: healthy Datos: aphid: -50 healthy: -6 
healthy.50.jpg,aphid,46.27,Resultado: aphid Datos: aphid: -10 healthy: -69 
healthy.52.jpg,aphid,43.92,Resultado: aphid Datos: aphid: -16 healthy: -56 
healthy.53.jpg,healthy,42.35,Resultado: healthy Datos: aphid: -39 healthy: -20 
healthy.54.jpg,healthy,40.39,Resultado: healthy Datos: aphid: -39 healthy: -25 
healthy.55.jpg,healthy,38.43,Resultado: healthy Datos: aphid: -35 healthy: -30 
healthy.56.jpg,healthy,47.84,Resultado: healthy Datos: aphid: -51 healthy: -6 
healthy.57.jpg,aphid,45.49,Resultado: aphid Datos: aphid: -12 healthy: -65 
healthy.58.jpg,healthy,41.18,Resultado: healthy Datos: aphid: -40 healthy: -23 
healthy.59.jpg,healthy,47.45,Resultado: healthy Datos: aphid: -49 healthy: -7 
healthy.60.jpg,aphid,51.37,Resultado: aphid Datos: aphid: 3 healthy: -82 
healthy.61.jpg,healthy,74.51,Resultado: healthy Datos: aphid: -86 healthy: 62 
healthy.62.jpg,healthy,47.45,Resultado: healthy Datos: aphid: -46 healthy: -7 
healthy.63.jpg,healthy,46.67,Resultado: healthy Datos: aphid: -47 healthy: -9 
healthy.64.jpg,aphid,38.43,Resultado: aphid Datos: aphid: -30 healthy: -35 
healthy.65.jpg,healthy,49.8,Resultado: healthy Datos: aphid: -54 healthy: -1 
healthy.66.jpg,aphid,39.22,Resultado: aphid Datos: aphid: -28 healthy: -40 
healthy.67.jpg,aphid,44.71,Resultado: aphid Datos: aphid: -14 healthy: -57 
healthy.68.jpg,healthy,43.14,Resultado: healthy Datos: aphid: -42 healthy: -18 
healthy.69.jpg,aphid,39.22,Resultado: aphid Datos: aphid: -28 healthy: -39 
healthy.70.jpg,aphid,41.18,Resultado: aphid Datos: aphid: -23 healthy: -50 
healthy.71.jpg,healthy,47.06,Resultado: healthy Datos: aphid: -50 healthy: -8 
healthy.72.jpg,healthy,51.37,Resultado: healthy Datos: aphid: -52 healthy: 3 
healthy.73.jpg,aphid,43.14,Resultado: aphid Datos: aphid: -18 healthy: -57 
healthy.74.jpg,healthy,53.73,Resultado: healthy Datos: aphid: -57 healthy: 9 
healthy.75.jpg,aphid,39.61,Resultado: aphid Datos: aphid: -27 healthy: -40 
healthy.76.jpg,healthy,40.0,Resultado: healthy Datos: aphid: -35 healthy: -26 
healthy.77.jpg,healthy,54.12,Resultado: healthy Datos: aphid: -60 healthy: 10 
healthy.78.jpg,healthy,52.16,Resultado: healthy Datos: aphid: -56 healthy: 5 
healthy.79.jpg,aphid,39.61,Resultado: aphid Datos: aphid: -27 healthy: -44 
healthy.80.jpg,aphid,38.82,Resultado: aphid Datos: aphid: -29 healthy: -39 
healthy.81.jpg,healthy,39.61,Resultado: healthy Datos: aphid: -37 healthy: -27 
healthy.82.jpg,healthy,46.67,Resultado: healthy Datos: aphid: -49 healthy: -9 
healthy.83.jpg,healthy,41.18,Resultado: healthy Datos: aphid: -40 healthy: -23 
healthy.84.jpg,aphid,38.04,Resultado: aphid Datos: aphid: -31 healthy: -31 
healthy.85.jpg,healthy,40.78,Resultado: healthy Datos: aphid: -38 healthy: -24 
healthy.86.jpg,healthy,37.65,Resultado: healthy Datos: aphid: -33 healthy: -32 
healthy.87.jpg,healthy,60.39,Resultado: healthy Datos: aphid: -69 healthy: 26 
healthy.88.jpg,aphid,40.39,Resultado: aphid Datos: aphid: -25 healthy: -45 
healthy.89.jpg,healthy,45.1,Resultado: healthy Datos: aphid: -47 healthy: -13 
healthy.90.jpg,healthy,54.51,Resultado: healthy Datos: aphid: -61 healthy: 11 
healthy.91.jpg,aphid,37.25,Resultado: aphid Datos: aphid: -33 healthy: -33 
healthy.92.jpg,healthy,47.84,Resultado: healthy Datos: aphid: -51 healthy: -6 
healthy.93.jpg,aphid,40.78,Resultado: aphid Datos: aphid: -24 healthy: -44 
healthy.94.jpg,aphid,38.04,Resultado: aphid Datos: aphid: -31 healthy: -37 
healthy.95.jpg,aphid,49.02,Resultado: aphid Datos: aphid: -3 healthy: -74 
healthy.96.jpg,healthy,60.0,Resultado: healthy Datos: aphid: -69 healthy: 25 
healthy.97.jpg,healthy,54.9,Resultado: healthy Datos: aphid: -62 healthy: 12 
healthy.98.jpg,aphid,47.84,Resultado: aphid Datos: aphid: -6 healthy: -71 
healthy.99.jpg,aphid,40.39,Resultado: aphid Datos: aphid: -25 healthy: -44 

--- RESUMEN FINAL ---,,,
Total de Imágenes,133,,
Promedio Confianza General,45.91%,,
Total detectado como 'healthy',86,,
Total detectado como 'aphid',47,,
