Nombre de Imagen,Clase Predicha,Confianza (%),Respuesta Cruda (ESP32)
healthy.62.jpg,aphid,63.53,Resultado: aphid Datos: aphid: 34 healthy: -29 
healthy.63.jpg,aphid,65.88,Resultado: aphid Datos: aphid: 40 healthy: -32 
healthy.64.jpg,aphid,52.16,Resultado: aphid Datos: aphid: 5 healthy: -9 
healthy.65.jpg,aphid,53.73,Resultado: aphid Datos: aphid: 9 healthy: -8 
healthy.66.jpg,healthy,56.86,Resultado: healthy Datos: aphid: -21 healthy: 17 
healthy.67.jpg,aphid,61.96,Resultado: aphid Datos: aphid: 30 healthy: -40 
healthy.68.jpg,aphid,61.18,Resultado: aphid Datos: aphid: 28 healthy: -20 
healthy.69.jpg,aphid,64.71,Resultado: aphid Datos: aphid: 37 healthy: -24 
healthy.70.jpg,aphid,51.76,Resultado: aphid Datos: aphid: 4 healthy: -2 
healthy.71.jpg,healthy,61.57,Resultado: healthy Datos: aphid: -39 healthy: 29 
healthy.72.jpg,aphid,63.14,Resultado: aphid Datos: aphid: 33 healthy: -35 
healthy.73.jpg,healthy,63.14,Resultado: healthy Datos: aphid: -43 healthy: 33 
healthy.74.jpg,healthy,60.0,Resultado: healthy Datos: aphid: -34 healthy: 25 
healthy.75.jpg,healthy,48.63,Resultado: healthy Datos: aphid: -13 healthy: -4 
healthy.76.jpg,aphid,68.24,Resultado: aphid Datos: aphid: 46 healthy: -42 
healthy.77.jpg,healthy,59.22,Resultado: healthy Datos: aphid: -34 healthy: 23 
healthy.78.jpg,aphid,56.08,Resultado: aphid Datos: aphid: 15 healthy: -13 
healthy.79.jpg,aphid,49.41,Resultado: aphid Datos: aphid: -2 healthy: -5 
healthy.80.jpg,healthy,57.65,Resultado: healthy Datos: aphid: -22 healthy: 19 
healthy.81.jpg,healthy,53.73,Resultado: healthy Datos: aphid: -10 healthy: 9 
healthy.82.jpg,aphid,55.69,Resultado: aphid Datos: aphid: 14 healthy: -16 
healthy.83.jpg,aphid,51.76,Resultado: aphid Datos: aphid: 4 healthy: 0 
healthy.84.jpg,aphid,63.92,Resultado: aphid Datos: aphid: 35 healthy: -28 
healthy.85.jpg,aphid,62.35,Resultado: aphid Datos: aphid: 31 healthy: -21 
healthy.86.jpg,aphid,53.33,Resultado: aphid Datos: aphid: 8 healthy: -10 
healthy.87.jpg,aphid,51.76,Resultado: aphid Datos: aphid: 4 healthy: -12 
healthy.88.jpg,aphid,49.02,Resultado: aphid Datos: aphid: -3 healthy: -7 
healthy.89.jpg,aphid,54.9,Resultado: aphid Datos: aphid: 12 healthy: -16 
healthy.90.jpg,aphid,56.47,Resultado: aphid Datos: aphid: 16 healthy: -12 
healthy.91.jpg,aphid,61.57,Resultado: aphid Datos: aphid: 29 healthy: -30 
healthy.92.jpg,aphid,55.29,Resultado: aphid Datos: aphid: 13 healthy: -12 
healthy.93.jpg,aphid,58.04,Resultado: aphid Datos: aphid: 20 healthy: -24 
healthy.94.jpg,aphid,60.0,Resultado: aphid Datos: aphid: 25 healthy: -18 
healthy.95.jpg,aphid,54.51,Resultado: aphid Datos: aphid: 11 healthy: -12 
healthy.96.jpg,aphid,60.0,Resultado: aphid Datos: aphid: 25 healthy: -24 
healthy.97.jpg,aphid,59.61,Resultado: aphid Datos: aphid: 24 healthy: -21 
healthy.98.jpg,aphid,60.39,Resultado: aphid Datos: aphid: 26 healthy: -21 
healthy.99.jpg,aphid,56.08,Resultado: aphid Datos: aphid: 15 healthy: -24 

--- RESUMEN FINAL ---,,,
Total de Imágenes,133,,
Promedio Confianza General,58.20%,,
Total detectado como 'healthy',37,,
Total detectado como 'aphid',96,,
