Nombre de Imagen,Clase Predicha,Confianza (%),Respuesta Cruda (ESP32)
aphid.57.jpg,healthy,56.86,Resultado: healthy Datos: aphid: -1 healthy: 17 
aphid.58.jpg,healthy,61.18,Resultado: healthy Datos: aphid: -15 healthy: 28 
aphid.59.jpg,healthy,58.04,Resultado: healthy Datos: aphid: -9 healthy: 20 
aphid.60.jpg,healthy,71.76,Resultado: healthy Datos: aphid: -46 healthy: 55 
aphid.61.jpg,healthy,86.27,Resultado: healthy Datos: aphid: -84 healthy: 92 
aphid.62.jpg,healthy,69.02,Resultado: healthy Datos: aphid: -35 healthy: 48 
aphid.63.jpg,healthy,84.71,Resultado: healthy Datos: aphid: -83 healthy: 88 
aphid.64.jpg,healthy,74.12,Resultado: healthy Datos: aphid: -54 healthy: 61 
aphid.65.jpg,healthy,74.51,Resultado: healthy Datos: aphid: -50 healthy: 62 
aphid.66.jpg,healthy,85.1,Resultado: healthy Datos: aphid: -88 healthy: 89 
aphid.67.jpg,healthy,62.35,Resultado: healthy Datos: aphid: -15 healthy: 31 
aphid.68.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -8 healthy: 18 
aphid.69.jpg,healthy,62.35,Resultado: healthy Datos: aphid: -19 healthy: 31 
aphid.70.jpg,aphid,52.16,Resultado: aphid Datos: aphid: 5 healthy: 3 
aphid.71.jpg,healthy,66.27,Resultado: healthy Datos: aphid: -24 healthy: 41 
aphid.72.jpg,healthy,75.69,Resultado: healthy Datos: aphid: -56 healthy: 65 
aphid.73.jpg,healthy,52.94,Resultado: healthy Datos: aphid: 5 healthy: 7 
aphid.74.jpg,healthy,76.86,Resultado: healthy Datos: aphid: -59 healthy: 68 
aphid.75.jpg,healthy,56.47,Resultado: healthy Datos: aphid: 0 healthy: 16 
aphid.76.jpg,healthy,56.08,Resultado: healthy Datos: aphid: -3 healthy: 15 
aphid.77.jpg,healthy,70.2,Resultado: healthy Datos: aphid: -44 healthy: 51 
aphid.78.jpg,healthy,59.22,Resultado: healthy Datos: aphid: -6 healthy: 23 
aphid.79.jpg,healthy,78.43,Resultado: healthy Datos: aphid: -71 healthy: 72 
aphid.80.jpg,healthy,70.98,Resultado: healthy Datos: aphid: -45 healthy: 53 
aphid.81.jpg,healthy,72.94,Resultado: healthy Datos: aphid: -49 healthy: 58 
aphid.82.jpg,healthy,71.76,Resultado: healthy Datos: aphid: -50 healthy: 55 
aphid.83.jpg,healthy,53.33,Resultado: healthy Datos: aphid: 4 healthy: 8 
aphid.84.jpg,healthy,60.0,Resultado: healthy Datos: aphid: -11 healthy: 25 
aphid.85.jpg,aphid,58.43,Resultado: aphid Datos: aphid: 21 healthy: 0 
aphid.86.jpg,healthy,68.63,Resultado: healthy Datos: aphid: -32 healthy: 47 
aphid.87.jpg,healthy,56.08,Resultado: healthy Datos: aphid: -2 healthy: 15 
aphid.88.jpg,healthy,67.84,Resultado: healthy Datos: aphid: -30 healthy: 45 
aphid.89.jpg,healthy,72.16,Resultado: healthy Datos: aphid: -44 healthy: 56 
aphid.90.jpg,aphid,69.8,Resultado: aphid Datos: aphid: 50 healthy: -43 
aphid.91.jpg,aphid,74.12,Resultado: aphid Datos: aphid: 61 healthy: -48 
aphid.92.jpg,healthy,61.18,Resultado: healthy Datos: aphid: -16 healthy: 28 
aphid.93.jpg,healthy,69.41,Resultado: healthy Datos: aphid: -34 healthy: 49 
aphid.94.jpg,healthy,72.16,Resultado: healthy Datos: aphid: -44 healthy: 56 
aphid.95.jpg,healthy,56.86,Resultado: healthy Datos: aphid: -6 healthy: 17 
aphid.96.jpg,healthy,56.47,Resultado: healthy Datos: aphid: -10 healthy: 16 
aphid.97.jpg,aphid,72.16,Resultado: aphid Datos: aphid: 56 healthy: -45 
aphid.98.jpg,healthy,72.55,Resultado: healthy Datos: aphid: -38 healthy: 57 
aphid.99.jpg,healthy,77.25,Resultado: healthy Datos: aphid: -60 healthy: 69 
healthy.100.jpg,healthy,63.14,Resultado: healthy Datos: aphid: -20 healthy: 33 
healthy.101.jpg,healthy,64.71,Resultado: healthy Datos: aphid: -28 healthy: 37 
healthy.35.jpg,healthy,83.53,Resultado: healthy Datos: aphid: -83 healthy: 85 
healthy.36.jpg,healthy,67.45,Resultado: healthy Datos: aphid: -28 healthy: 44 
healthy.37.jpg,healthy,73.73,Resultado: healthy Datos: aphid: -49 healthy: 60 
healthy.38.jpg,healthy,67.84,Resultado: healthy Datos: aphid: -34 healthy: 45 
healthy.39.jpg,healthy,68.24,Resultado: healthy Datos: aphid: -36 healthy: 46 
healthy.40.jpg,healthy,71.37,Resultado: healthy Datos: aphid: -42 healthy: 54 
healthy.41.jpg,healthy,67.84,Resultado: healthy Datos: aphid: -32 healthy: 45 
healthy.42.jpg,healthy,64.31,Resultado: healthy Datos: aphid: -17 healthy: 36 
healthy.43.jpg,aphid,56.47,Resultado: aphid Datos: aphid: 16 healthy: 3 
healthy.44.jpg,healthy,73.73,Resultado: healthy Datos: aphid: -46 healthy: 60 
healthy.45.jpg,healthy,68.24,Resultado: healthy Datos: aphid: -40 healthy: 46 
healthy.46.jpg,healthy,78.04,Resultado: healthy Datos: aphid: -61 healthy: 71 
healthy.47.jpg,healthy,74.9,Resultado: healthy Datos: aphid: -49 healthy: 63 
healthy.48.jpg,healthy,69.41,Resultado: healthy Datos: aphid: -39 healthy: 49 
healthy.49.jpg,healthy,65.1,Resultado: healthy Datos: aphid: -25 healthy: 38 
healthy.50.jpg,healthy,70.2,Resultado: healthy Datos: aphid: -35 healthy: 51 
healthy.52.jpg,healthy,73.33,Resultado: healthy Datos: aphid: -48 healthy: 59 
healthy.53.jpg,healthy,66.27,Resultado: healthy Datos: aphid: -30 healthy: 41 
healthy.54.jpg,healthy,70.59,Resultado: healthy Datos: aphid: -42 healthy: 52 
healthy.55.jpg,healthy,62.35,Resultado: healthy Datos: aphid: -18 healthy: 31 
healthy.56.jpg,healthy,68.63,Resultado: healthy Datos: aphid: -28 healthy: 47 
healthy.57.jpg,aphid,70.59,Resultado: aphid Datos: aphid: 52 healthy: -41 
healthy.58.jpg,healthy,65.49,Resultado: healthy Datos: aphid: -28 healthy: 39 
healthy.59.jpg,healthy,68.24,Resultado: healthy Datos: aphid: -33 healthy: 46 
healthy.60.jpg,aphid,62.75,Resultado: aphid Datos: aphid: 32 healthy: -24 
healthy.61.jpg,aphid,55.69,Resultado: aphid Datos: aphid: 14 healthy: -3 
healthy.62.jpg,aphid,52.55,Resultado: aphid Datos: aphid: 6 healthy: -3 
healthy.63.jpg,healthy,74.12,Resultado: healthy Datos: aphid: -49 healthy: 61 
healthy.64.jpg,healthy,69.41,Resultado: healthy Datos: aphid: -46 healthy: 49 
healthy.65.jpg,healthy,68.63,Resultado: healthy Datos: aphid: -37 healthy: 47 
healthy.66.jpg,healthy,60.0,Resultado: healthy Datos: aphid: -8 healthy: 25 
healthy.67.jpg,healthy,79.22,Resultado: healthy Datos: aphid: -73 healthy: 74 
healthy.68.jpg,healthy,68.63,Resultado: healthy Datos: aphid: -33 healthy: 47 
healthy.69.jpg,healthy,75.69,Resultado: healthy Datos: aphid: -53 healthy: 65 
healthy.70.jpg,healthy,68.24,Resultado: healthy Datos: aphid: -36 healthy: 46 
healthy.71.jpg,healthy,78.82,Resultado: healthy Datos: aphid: -66 healthy: 73 
healthy.72.jpg,healthy,79.22,Resultado: healthy Datos: aphid: -66 healthy: 74 
healthy.73.jpg,aphid,69.41,Resultado: aphid Datos: aphid: 49 healthy: -34 
healthy.74.jpg,healthy,70.59,Resultado: healthy Datos: aphid: -38 healthy: 52 
healthy.75.jpg,healthy,76.08,Resultado: healthy Datos: aphid: -61 healthy: 66 
healthy.76.jpg,healthy,66.67,Resultado: healthy Datos: aphid: -33 healthy: 42 
healthy.77.jpg,healthy,64.31,Resultado: healthy Datos: aphid: -22 healthy: 36 
healthy.78.jpg,healthy,53.33,Resultado: healthy Datos: aphid: 3 healthy: 8 
healthy.79.jpg,healthy,60.0,Resultado: healthy Datos: aphid: -12 healthy: 25 
healthy.80.jpg,healthy,67.45,Resultado: healthy Datos: aphid: -27 healthy: 44 
healthy.81.jpg,healthy,59.61,Resultado: healthy Datos: aphid: -7 healthy: 24 
healthy.82.jpg,healthy,74.9,Resultado: healthy Datos: aphid: -50 healthy: 63 
healthy.83.jpg,healthy,61.18,Resultado: healthy Datos: aphid: -14 healthy: 28 
healthy.84.jpg,healthy,57.25,Resultado: healthy Datos: aphid: -9 healthy: 18 
healthy.85.jpg,healthy,69.41,Resultado: healthy Datos: aphid: -39 healthy: 49 
healthy.86.jpg,healthy,65.88,Resultado: healthy Datos: aphid: -30 healthy: 40 
healthy.87.jpg,healthy,66.27,Resultado: healthy Datos: aphid: -27 healthy: 41 
healthy.88.jpg,healthy,58.43,Resultado: healthy Datos: aphid: -12 healthy: 21 
healthy.89.jpg,healthy,68.63,Resultado: healthy Datos: aphid: -35 healthy: 47 
healthy.90.jpg,healthy,65.88,Resultado: healthy Datos: aphid: -23 healthy: 40 
healthy.91.jpg,healthy,70.59,Resultado: healthy Datos: aphid: -43 healthy: 52 
healthy.92.jpg,healthy,57.65,Resultado: healthy Datos: aphid: -4 healthy: 19 
healthy.93.jpg,aphid,58.82,Resultado: aphid Datos: aphid: 22 healthy: -6 
healthy.94.jpg,aphid,67.45,Resultado: aphid Datos: aphid: 44 healthy: -32 
healthy.95.jpg,healthy,65.1,Resultado: healthy Datos: aphid: -25 healthy: 38 
healthy.96.jpg,healthy,75.29,Resultado: healthy Datos: aphid: -55 healthy: 64 
healthy.97.jpg,healthy,70.2,Resultado: healthy Datos: aphid: -39 healthy: 51 
healthy.98.jpg,healthy,65.88,Resultado: healthy Datos: aphid: -29 healthy: 40 
healthy.99.jpg,healthy,65.49,Resultado: healthy Datos: aphid: -23 healthy: 39 

--- RESUMEN FINAL ---,,,
Total de Imágenes,133,,
Promedio Confianza General,67.26%,,
Total detectado como 'healthy',116,,
Total detectado como 'aphid',17,,
