Nombre,Clase Real,Predicción,Acierto,Confianza (%),Latencia (ms)
healthy.63.jpg,healthy,aphid,NO,53.73,4480
healthy.64.jpg,healthy,aphid,NO,48.63,4481
healthy.65.jpg,healthy,healthy,SÍ,43.53,4483
healthy.66.jpg,healthy,healthy,SÍ,44.71,4483
healthy.67.jpg,healthy,healthy,SÍ,47.84,4483
healthy.68.jpg,healthy,healthy,SÍ,49.02,4484
healthy.69.jpg,healthy,healthy,SÍ,47.84,4484
healthy.70.jpg,healthy,healthy,SÍ,45.88,4484
healthy.71.jpg,healthy,healthy,SÍ,49.8,4484
healthy.72.jpg,healthy,aphid,NO,44.31,4484
healthy.73.jpg,healthy,healthy,SÍ,47.45,4484
healthy.74.jpg,healthy,healthy,SÍ,45.49,4484
healthy.75.jpg,healthy,healthy,SÍ,45.88,4483
healthy.76.jpg,healthy,healthy,SÍ,50.59,4483
healthy.77.jpg,healthy,healthy,SÍ,49.41,4485
healthy.78.jpg,healthy,aphid,NO,49.41,4483
healthy.79.jpg,healthy,healthy,SÍ,48.63,4483
healthy.80.jpg,healthy,healthy,SÍ,50.59,4484
healthy.81.jpg,healthy,healthy,SÍ,44.71,4485
healthy.82.jpg,healthy,healthy,SÍ,43.92,4485
healthy.83.jpg,healthy,healthy,SÍ,45.88,4485
healthy.84.jpg,healthy,healthy,SÍ,49.41,4484
healthy.85.jpg,healthy,aphid,NO,51.76,4483
healthy.86.jpg,healthy,healthy,SÍ,42.75,4485
healthy.87.jpg,healthy,aphid,NO,49.8,4484
healthy.88.jpg,healthy,healthy,SÍ,42.75,4484
healthy.89.jpg,healthy,healthy,SÍ,44.31,4484
healthy.90.jpg,healthy,healthy,SÍ,47.84,4483
healthy.91.jpg,healthy,healthy,SÍ,45.88,4484
healthy.92.jpg,healthy,healthy,SÍ,47.84,4484
healthy.93.jpg,healthy,aphid,NO,47.45,4485
healthy.94.jpg,healthy,aphid,NO,45.1,4484
healthy.95.jpg,healthy,healthy,SÍ,46.67,4482
healthy.96.jpg,healthy,healthy,SÍ,45.1,4483
healthy.97.jpg,healthy,healthy,SÍ,47.84,4483
healthy.98.jpg,healthy,healthy,SÍ,46.27,4486
healthy.99.jpg,healthy,aphid,NO,44.31,4488

RESUMEN,,,,,,
Accuracy Global,60.15%,,,,,
Acc Aphid,49.25%,,,,,
Acc Healthy,71.21%,,,,,
